,trimgalorePE_conda_commands.txt,salmonPE_conda_commands.txt,MultiQC_conda_commands.txt,salmonSE_conda_commands.txt,salmon_index_conda_commands.txt,kallistoQuant_conda_commands.txt,fastqc_trimmed_conda_commands.txt,trimgaloreSE_conda_commands.txt,sampleReads_conda_commands.txt,fastqctrimmed_conda_commands.txt,fastqc 2_conda_commands.txt,samlon_quant_conda_commands.txt,multiqc 2_conda_commands.txt,DRIMSeq_conda_commands.txt,fastqc_conda_commands.txt,sort_bams_conda_commands.txt,startPE_conda_commands.txt,multiqc 3_conda_commands.txt,hisat2_conda_commands.txt,starSE_conda_commands.txt,cutadapt 2_conda_commands.txt,fastqc 3_conda_commands.txt,sort_index_bams_conda_commands.txt,fastp_trimming_SE_conda_commands.txt,edgeR_conda_commands.txt,run_star_pe_conda_commands.txt,salmon_quant_se_conda_commands.txt,run_star_se_conda_commands.txt,bigwig_conda_commands.txt,salmon_quant_pe_conda_commands.txt,fastp_trimming_PE_conda_commands.txt,cutadapt_conda_commands.txt,tximeta_conda_commands.txt,generate_genome_star_index_conda_commands.txt,featureCounts 2_conda_commands.txt,fastqScreen_conda_commands.txt,bamindex_conda_commands.txt
trimgalorePE_conda_commands.txt,1.0,1.0,1.0,1.0,0.132022299124279,0.17287243500800079,0.32264966673981477,1.0,0.27704646018438317,0.5137503593357258,0.32264966673981477,0.27704646018438317,0.32264966673981477,0.0,0.5137503593357258,0.132022299124279,1.0,0.132022299124279,0.15051940020460775,1.0,0.17851568081967023,0.132022299124279,0.132022299124279,0.132022299124279,0.0,0.132022299124279,0.132022299124279,0.10404813377578108,1.0,0.132022299124279,0.132022299124279,0.3022491535155691,0.0,0.132022299124279,0.17287243500800079,0.17287243500800079,1.0
salmonPE_conda_commands.txt,1.0,1.0,1.0,1.0,0.132022299124279,0.17287243500800079,0.32264966673981477,1.0,0.27704646018438317,0.5137503593357258,0.32264966673981477,0.27704646018438317,0.32264966673981477,0.0,0.5137503593357258,0.132022299124279,1.0,0.132022299124279,0.15051940020460775,1.0,0.17851568081967023,0.132022299124279,0.132022299124279,0.132022299124279,0.0,0.132022299124279,0.132022299124279,0.10404813377578108,1.0,0.132022299124279,0.132022299124279,0.3022491535155691,0.0,0.132022299124279,0.17287243500800079,0.17287243500800079,1.0
MultiQC_conda_commands.txt,1.0,1.0,1.0,1.0,0.132022299124279,0.17287243500800079,0.32264966673981477,1.0,0.27704646018438317,0.5137503593357258,0.32264966673981477,0.27704646018438317,0.32264966673981477,0.0,0.5137503593357258,0.132022299124279,1.0,0.132022299124279,0.15051940020460775,1.0,0.17851568081967023,0.132022299124279,0.132022299124279,0.132022299124279,0.0,0.132022299124279,0.132022299124279,0.10404813377578108,1.0,0.132022299124279,0.132022299124279,0.3022491535155691,0.0,0.132022299124279,0.17287243500800079,0.17287243500800079,1.0
salmonSE_conda_commands.txt,1.0,1.0,1.0,1.0,0.132022299124279,0.17287243500800079,0.32264966673981477,1.0,0.27704646018438317,0.5137503593357258,0.32264966673981477,0.27704646018438317,0.32264966673981477,0.0,0.5137503593357258,0.132022299124279,1.0,0.132022299124279,0.15051940020460775,1.0,0.17851568081967023,0.132022299124279,0.132022299124279,0.132022299124279,0.0,0.132022299124279,0.132022299124279,0.10404813377578108,1.0,0.132022299124279,0.132022299124279,0.3022491535155691,0.0,0.132022299124279,0.17287243500800079,0.17287243500800079,1.0
salmon_index_conda_commands.txt,0.132022299124279,0.132022299124279,0.132022299124279,0.132022299124279,1.0,0.053679885526657034,0.10018831038624355,0.132022299124279,0.08602772482249667,0.06782650361542703,0.10018831038624355,0.08602772482249667,0.10018831038624355,0.0,0.06782650361542703,1.0,0.132022299124279,1.0,0.04673888102606106,0.132022299124279,0.05543221110219012,1.0,1.0,1.0,0.0,1.0,1.0,0.7881103000473845,0.132022299124279,1.0,1.0,0.09385359765710383,0.0,1.0,0.053679885526657034,0.053679885526657034,0.132022299124279
kallistoQuant_conda_commands.txt,0.17287243500800079,0.17287243500800079,0.17287243500800079,0.17287243500800079,0.053679885526657034,1.0000000000000002,0.13118842264293043,0.17287243500800079,0.1126462905653814,0.5517563230732602,0.13118842264293043,0.1126462905653814,0.13118842264293043,0.1505612887872242,0.5517563230732602,0.053679885526657034,0.17287243500800079,0.053679885526657034,0.5928867184302965,0.17287243500800079,0.7031623567835911,0.053679885526657034,0.053679885526657034,0.053679885526657034,0.0,0.053679885526657034,0.053679885526657034,0.47252637035237455,0.17287243500800079,0.053679885526657034,0.053679885526657034,0.12289363288524188,0.0,0.053679885526657034,0.680933956417737,0.680933956417737,0.17287243500800079
fastqc_trimmed_conda_commands.txt,0.32264966673981477,0.32264966673981477,0.32264966673981477,0.32264966673981477,0.10018831038624355,0.13118842264293043,1.0000000000000002,0.32264966673981477,0.21024339773263762,0.16576138222713208,1.0000000000000002,0.21024339773263762,1.0000000000000002,0.0,0.16576138222713208,0.10018831038624355,0.32264966673981477,0.10018831038624355,0.11422528229609642,0.32264966673981477,0.13547093602677313,0.10018831038624355,0.10018831038624355,0.10018831038624355,0.0,0.10018831038624355,0.10018831038624355,0.07895943935974291,0.32264966673981477,0.10018831038624355,0.10018831038624355,0.22936907028025205,0.0,0.10018831038624355,0.13118842264293043,0.13118842264293043,0.32264966673981477
trimgaloreSE_conda_commands.txt,1.0,1.0,1.0,1.0,0.132022299124279,0.17287243500800079,0.32264966673981477,1.0,0.27704646018438317,0.5137503593357258,0.32264966673981477,0.27704646018438317,0.32264966673981477,0.0,0.5137503593357258,0.132022299124279,1.0,0.132022299124279,0.15051940020460775,1.0,0.17851568081967023,0.132022299124279,0.132022299124279,0.132022299124279,0.0,0.132022299124279,0.132022299124279,0.10404813377578108,1.0,0.132022299124279,0.132022299124279,0.3022491535155691,0.0,0.132022299124279,0.17287243500800079,0.17287243500800079,1.0
sampleReads_conda_commands.txt,0.27704646018438317,0.27704646018438317,0.27704646018438317,0.27704646018438317,0.08602772482249667,0.1126462905653814,0.21024339773263762,0.27704646018438317,1.0,0.14233271847241774,0.21024339773263762,0.18052765932634682,0.21024339773263762,0.0,0.14233271847241774,0.08602772482249667,0.27704646018438317,0.08602772482249667,0.09808071535748572,0.27704646018438317,0.11632351479956177,0.08602772482249667,0.08602772482249667,0.08602772482249667,0.0,0.08602772482249667,0.08602772482249667,0.06779933602225167,0.27704646018438317,0.08602772482249667,0.08602772482249667,0.19695011508618832,0.0,0.08602772482249667,0.1126462905653814,0.1126462905653814,0.27704646018438317
fastqctrimmed_conda_commands.txt,0.5137503593357258,0.5137503593357258,0.5137503593357258,0.5137503593357258,0.06782650361542703,0.5517563230732602,0.16576138222713208,0.5137503593357258,0.14233271847241774,1.0,0.16576138222713208,0.14233271847241774,0.16576138222713208,0.5279192204969236,1.0,0.06782650361542703,0.5137503593357258,0.06782650361542703,0.48041222306056613,0.5137503593357258,0.5697678502383702,0.06782650361542703,0.06782650361542703,0.06782650361542703,0.0,0.06782650361542703,0.06782650361542703,0.3252545804674322,0.5137503593357258,0.06782650361542703,0.06782650361542703,0.1552806112275426,0.0,0.06782650361542703,0.5517563230732602,0.5517563230732602,0.5137503593357258
fastqc 2_conda_commands.txt,0.32264966673981477,0.32264966673981477,0.32264966673981477,0.32264966673981477,0.10018831038624355,0.13118842264293043,1.0000000000000002,0.32264966673981477,0.21024339773263762,0.16576138222713208,1.0000000000000002,0.21024339773263762,1.0000000000000002,0.0,0.16576138222713208,0.10018831038624355,0.32264966673981477,0.10018831038624355,0.11422528229609642,0.32264966673981477,0.13547093602677313,0.10018831038624355,0.10018831038624355,0.10018831038624355,0.0,0.10018831038624355,0.10018831038624355,0.07895943935974291,0.32264966673981477,0.10018831038624355,0.10018831038624355,0.22936907028025205,0.0,0.10018831038624355,0.13118842264293043,0.13118842264293043,0.32264966673981477
samlon_quant_conda_commands.txt,0.27704646018438317,0.27704646018438317,0.27704646018438317,0.27704646018438317,0.08602772482249667,0.1126462905653814,0.21024339773263762,0.27704646018438317,0.18052765932634682,0.14233271847241774,0.21024339773263762,1.0,0.21024339773263762,0.0,0.14233271847241774,0.08602772482249667,0.27704646018438317,0.08602772482249667,0.09808071535748572,0.27704646018438317,0.11632351479956177,0.08602772482249667,0.08602772482249667,0.08602772482249667,0.0,0.08602772482249667,0.08602772482249667,0.06779933602225167,0.27704646018438317,0.08602772482249667,0.08602772482249667,0.19695011508618832,0.0,0.08602772482249667,0.1126462905653814,0.1126462905653814,0.27704646018438317
