,trimgalorePE_conda_commands.txt,MultiQC_conda_commands.txt,salmonSE_conda_commands.txt,salmon_index_conda_commands.txt,kallistoQuant_conda_commands.txt,fastqc_trimmed_conda_commands.txt,trimgaloreSE_conda_commands.txt,sampleReads_conda_commands.txt,fastqctrimmed_conda_commands.txt,fastqc 2_conda_commands.txt,samlon_quant_conda_commands.txt,multiqc 2_conda_commands.txt,DRIMseq_conda_commands.txt,fastqc_conda_commands.txt,sort_bams_conda_commands.txt,startPE_conda_commands.txt,multiqc 3_conda_commands.txt,hisat2_conda_commands.txt,starSE_conda_commands.txt,cutadapt 2_conda_commands.txt,fastqc 3_conda_commands.txt,sort_index_bams_conda_commands.txt,fastp_trimming_SE_conda_commands.txt,edgeR_conda_commands.txt,run_star_pe_conda_commands.txt,salmon_quant_se_conda_commands.txt,run_star_se_conda_commands.txt,bigwig_conda_commands.txt,salmon_quant_pe_conda_commands.txt,fastp_trimming_PE_conda_commands.txt,cutadapt_conda_commands.txt,tximeta_conda_commands.txt,generate_genome_star_index_conda_commands.txt,featureCounts 2_conda_commands.txt,fastqScreen_conda_commands.txt,bamindex_conda_commands.txt
trimgalorePE_conda_commands.txt,1.0,1.0,1.0,0.13146923225455387,0.17757594469318316,0.32313118383722395,1.0,0.2774332157240866,0.5292007691564042,0.32313118383722395,0.2774332157240866,0.32313118383722395,0.0,0.5292007691564042,0.13146923225455387,1.0,0.13146923225455387,0.1537551614610026,1.0,0.18369655439964963,0.13146923225455387,0.13146923225455387,0.13146923225455387,0.0,0.13146923225455387,0.13146923225455387,0.10532545704572649,1.0,0.13146923225455387,0.13146923225455387,0.30269491353943256,0.0,0.13146923225455387,0.17757594469318316,0.17757594469318316,1.0
MultiQC_conda_commands.txt,1.0,1.0,1.0,0.13146923225455387,0.17757594469318316,0.32313118383722395,1.0,0.2774332157240866,0.5292007691564042,0.32313118383722395,0.2774332157240866,0.32313118383722395,0.0,0.5292007691564042,0.13146923225455387,1.0,0.13146923225455387,0.1537551614610026,1.0,0.18369655439964963,0.13146923225455387,0.13146923225455387,0.13146923225455387,0.0,0.13146923225455387,0.13146923225455387,0.10532545704572649,1.0,0.13146923225455387,0.13146923225455387,0.30269491353943256,0.0,0.13146923225455387,0.17757594469318316,0.17757594469318316,1.0
salmonSE_conda_commands.txt,1.0,1.0,1.0,0.13146923225455387,0.17757594469318316,0.32313118383722395,1.0,0.2774332157240866,0.5292007691564042,0.32313118383722395,0.2774332157240866,0.32313118383722395,0.0,0.5292007691564042,0.13146923225455387,1.0,0.13146923225455387,0.1537551614610026,1.0,0.18369655439964963,0.13146923225455387,0.13146923225455387,0.13146923225455387,0.0,0.13146923225455387,0.13146923225455387,0.10532545704572649,1.0,0.13146923225455387,0.13146923225455387,0.30269491353943256,0.0,0.13146923225455387,0.17757594469318316,0.17757594469318316,1.0
salmon_index_conda_commands.txt,0.13146923225455387,0.13146923225455387,0.13146923225455387,1.0,0.056141476138392,0.10215945452697496,0.13146923225455387,0.08771182542479294,0.06957361882951187,0.10215945452697496,0.08771182542479294,0.10215945452697496,0.0,0.06957361882951187,1.0,0.13146923225455387,1.0,0.048610422674264714,0.13146923225455387,0.05807653589201858,1.0,1.0,1.0,0.0,1.0,1.0,0.8011414932567097,0.13146923225455387,1.0,1.0,0.09569843086037678,0.0,1.0,0.056141476138392,0.056141476138392,0.13146923225455387
kallistoQuant_conda_commands.txt,0.17757594469318316,0.17757594469318316,0.17757594469318316,0.056141476138392,1.0000000000000002,0.1379871269944188,0.17757594469318316,0.11847266461869567,0.5382672316724683,0.1379871269944188,0.11847266461869567,0.1379871269944188,0.4300598807311415,0.5382672316724683,0.056141476138392,0.17757594469318316,0.056141476138392,0.5767848753395671,0.17757594469318316,0.6891046337757136,0.056141476138392,0.056141476138392,0.056141476138392,0.0,0.056141476138392,0.056141476138392,0.4524652691651233,0.17757594469318316,0.056141476138392,0.056141476138392,0.12926020008075348,0.0,0.056141476138392,0.6661442656618808,0.6661442656618808,0.17757594469318316
fastqc_trimmed_conda_commands.txt,0.32313118383722395,0.32313118383722395,0.32313118383722395,0.10215945452697496,0.1379871269944188,1.0000000000000002,0.32313118383722395,0.21558219744647156,0.17100127102507837,1.0000000000000002,0.21558219744647156,1.0000000000000002,0.0,0.17100127102507837,0.10215945452697496,0.32313118383722395,0.10215945452697496,0.11947695408420479,0.32313118383722395,0.14274320671179666,0.10215945452697496,0.10215945452697496,0.10215945452697496,0.0,0.10215945452697496,0.10215945452697496,0.08184417795003167,0.32313118383722395,0.10215945452697496,0.10215945452697496,0.23521204714578495,0.0,0.10215945452697496,0.1379871269944188,0.1379871269944188,0.32313118383722395
trimgaloreSE_conda_commands.txt,1.0,1.0,1.0,0.13146923225455387,0.17757594469318316,0.32313118383722395,1.0,0.2774332157240866,0.5292007691564042,0.32313118383722395,0.2774332157240866,0.32313118383722395,0.0,0.5292007691564042,0.13146923225455387,1.0,0.13146923225455387,0.1537551614610026,1.0,0.18369655439964963,0.13146923225455387,0.13146923225455387,0.13146923225455387,0.0,0.13146923225455387,0.13146923225455387,0.10532545704572649,1.0,0.13146923225455387,0.13146923225455387,0.30269491353943256,0.0,0.13146923225455387,0.17757594469318316,0.17757594469318316,1.0
sampleReads_conda_commands.txt,0.2774332157240866,0.2774332157240866,0.2774332157240866,0.08771182542479294,0.11847266461869567,0.21558219744647156,0.2774332157240866,1.0000000000000002,0.14681787115072126,0.21558219744647156,0.1850940586426609,0.21558219744647156,0.0,0.14681787115072126,0.08771182542479294,0.2774332157240866,0.08771182542479294,0.10258024367341032,0.2774332157240866,0.12255612841368776,0.08771182542479294,0.08771182542479294,0.08771182542479294,0.0,0.08771182542479294,0.08771182542479294,0.07026958279709046,0.2774332157240866,0.08771182542479294,0.08771182542479294,0.20194780906559873,0.0,0.08771182542479294,0.11847266461869567,0.11847266461869567,0.2774332157240866
fastqctrimmed_conda_commands.txt,0.5292007691564042,0.5292007691564042,0.5292007691564042,0.06957361882951187,0.5382672316724683,0.17100127102507837,0.5292007691564042,0.14681787115072126,1.0,0.17100127102507837,0.14681787115072126,0.17100127102507837,0.6968813258049682,1.0,0.06957361882951187,0.5292007691564042,0.06957361882951187,0.466061803911351,0.5292007691564042,0.5568199903163241,0.06957361882951187,0.06957361882951187,0.06957361882951187,0.0,0.06957361882951187,0.06957361882951187,0.30822913569052035,0.5292007691564042,0.06957361882951187,0.06957361882951187,0.160186381064799,0.0,0.06957361882951187,0.5382672316724683,0.5382672316724683,0.5292007691564042
fastqc 2_conda_commands.txt,0.32313118383722395,0.32313118383722395,0.32313118383722395,0.10215945452697496,0.1379871269944188,1.0000000000000002,0.32313118383722395,0.21558219744647156,0.17100127102507837,1.0000000000000002,0.21558219744647156,1.0000000000000002,0.0,0.17100127102507837,0.10215945452697496,0.32313118383722395,0.10215945452697496,0.11947695408420479,0.32313118383722395,0.14274320671179666,0.10215945452697496,0.10215945452697496,0.10215945452697496,0.0,0.10215945452697496,0.10215945452697496,0.08184417795003167,0.32313118383722395,0.10215945452697496,0.10215945452697496,0.23521204714578495,0.0,0.10215945452697496,0.1379871269944188,0.1379871269944188,0.32313118383722395
samlon_quant_conda_commands.txt,0.2774332157240866,0.2774332157240866,0.2774332157240866,0.08771182542479294,0.11847266461869567,0.21558219744647156,0.2774332157240866,0.1850940586426609,0.14681787115072126,0.21558219744647156,1.0000000000000002,0.21558219744647156,0.0,0.14681787115072126,0.08771182542479294,0.2774332157240866,0.08771182542479294,0.10258024367341032,0.2774332157240866,0.12255612841368776,0.08771182542479294,0.08771182542479294,0.08771182542479294,0.0,0.08771182542479294,0.08771182542479294,0.07026958279709046,0.2774332157240866,0.08771182542479294,0.08771182542479294,0.20194780906559873,0.0,0.08771182542479294,0.11847266461869567,0.11847266461869567,0.2774332157240866
multiqc 2_conda_commands.txt,0.32313118383722395,0.32313118383722395,0.32313118383722395,0.10215945452697496,0.1379871269944188,1.0000000000000002,0.32313118383722395,0.21558219744647156,0.17100127102507837,1.0000000000000002,0.21558219744647156,1.0000000000000002,0.0,0.17100127102507837,0.10215945452697496,0.32313118383722395,0.10215945452697496,0.11947695408420479,0.32313118383722395,0.14274320671179666,0.10215945452697496,0.10215945452697496,0.10215945452697496,0.0,0.10215945452697496,0.10215945452697496,0.08184417795003167,0.32313118383722395,0.10215945452697496,0.10215945452697496,0.23521204714578495,0.0,0.10215945452697496,0.1379871269944188,0.1379871269944188,0.32313118383722395
